id,name,description,citation_uri,child_ids/0,child_ids/1,child_ids/2,child_ids/3,child_ids/4,child_ids/5,child_ids/6,child_ids/7,child_ids/8,restrictions/0,child_ids/9,child_ids/10,child_ids/11,child_ids/12,positive_examples/0,positive_examples/1,positive_examples/2,positive_examples/3,positive_examples/4,positive_examples/5,positive_examples/6,positive_examples/7,positive_examples/8,positive_examples/9,positive_examples/10,positive_examples/11,positive_examples/12,child_ids/13,child_ids/14,child_ids/15,child_ids/16,child_ids/17,child_ids/18,child_ids/19,child_ids/20,child_ids/21,child_ids/22,child_ids/23,child_ids/24,restrictions/1,child_ids/25,child_ids/26
/m/0j6m2,Stream,"Sounds of a body of water with a current, confined within a bed and banks.",http://en.wikipedia.org/wiki/Stream,,,,,,,,,,,,,,,youtu.be/5Hh3nZGtzaI?start=30&end=40,youtu.be/r_qcJwjFuM4?start=100&end=110,youtu.be/rUr2EL0sp7s?start=20&end=30,youtu.be/12PDR1SiMoY?start=30&end=40,youtu.be/P2kW_zbZEyc?start=210&end=220,youtu.be/2YjgcnIKUmc?start=70&end=80,,,,,,,,,,,,,,,,,,,,,,
/m/0j2kx,Waterfall,The sound of water flowing over a vertical drop or a series of drops in the course of a stream or river.,http://en.wikipedia.org/wiki/Waterfall,,,,,,,,,,,,,,,youtu.be/P2kW_zbZEyc?start=210&end=220,youtu.be/0WQ5Xejk0cs?start=30&end=40,youtu.be/FrHCQ5x2pNQ?start=20&end=30,youtu.be/D-oU-1zhS-U?start=30&end=40,youtu.be/E4duB2A-ces?start=50&end=60,youtu.be/XbigWWtnGL4?start=70&end=80,,,,,,,,,,,,,,,,,,,,,,
/m/05kq4,Ocean,Sounds of the body of saline water that composes much of Earth's surface.,http://en.wikipedia.org/wiki/Ocean,/m/034srq,,,,,,,,,,,,,,youtu.be/b1iahVw7phI?start=240&end=250,youtu.be/bspTVc-6whI?start=70&end=80,youtu.be/DVqUkCoFwgk?start=530&end=540,youtu.be/Hi1HVjOqJa8?start=120&end=130,youtu.be/Y6ft09j8rwI?start=370&end=380,youtu.be/lQBqdnyzFH8?start=10&end=20,youtu.be/2lEGN0fx9t4?start=10&end=20,,,,,,,,,,,,,,,,,,,,,
/m/034srq,"Waves, surf","Sounds caused by the surface waves that occur on the free surface of oceans, seas, lakes, rivers, etc., resulting from the wind blowing over the surface.",http://en.wikipedia.org/wiki/Wind_wave,,,,,,,,,,,,,,,youtu.be/F1acJgs48ug?start=420&end=430,youtu.be/ciShfkeGGPs?start=140&end=150,youtu.be/ZVveYlQuMAw?start=30&end=40,youtu.be/3DhQmxwJ5f0?start=530&end=540,youtu.be/acCLHAVHOO4?start=80&end=90,,,,,,,,,,,,,,,,,,,,,,,
/m/06wzb,Steam,"Sounds caused by  water in the gas phase, which is formed when water boils.",http://en.wikipedia.org/wiki/Steam,/m/07rjwbb,,,,,,,,,,,,,,youtu.be/AoQcAv9swE4?start=220&end=230,youtu.be/q73cABJraqg?start=60&end=70,youtu.be/qgASsbk7Jo0?start=50&end=60,youtu.be/AEGHk8z6Sbc?start=40&end=50,youtu.be/UyC5UsOHaN8?start=270&end=280,youtu.be/QKkSUUsM7kw?start=90&end=100,,,,,,,,,,,,,,,,,,,,,,
/m/07swgks,Gurgling,"The bubbling sound of water flowing through a narrow constriction, such as from a bottle with a narrow neck.",http://wordnetweb.princeton.edu/perl/webwn?s=gurgling,,,,,,,,,,,,,,,youtu.be/ueGrX54zEs4?start=30&end=40,youtu.be/PlPg7pFN-c0?start=30&end=40,youtu.be/bN-pEae5Ojk?start=10&end=20,,,,,,,,,,,,,,,,,,,,,,,,,
/m/02_41,Fire,"Sounds resulting from  the rapid oxidation of a material in the exothermic chemical process of combustion, releasing heat, light, and various reaction products.",http://en.wikipedia.org/wiki/Fire,/m/07pzfmf,/m/0fjy1,,,,,,,,,,,,,youtu.be/rRA29fWQ-yo?start=40&end=50,youtu.be/ncTBfKkL98M?start=10&end=20,youtu.be/xGzpK8xOJj8?start=220&end=230,youtu.be/FkW00xIxnMM?start=160&end=170,youtu.be/JocAxXHMaVw?start=40&end=50,,,,,,,,,,,,,,,,,,,,,,,
/m/07pzfmf,Crackle,"An irregular sequence of sharp sounds, as from sudden vaporization of liquids trapped in a burning solid, or from a collection of snapping noises.",http://wordnetweb.princeton.edu/perl/webwn?s=crackle,,,,,,,,,,,,,,,youtu.be/yD8-rFGIX1Y?start=80&end=90,youtu.be/bbQgr9juJHU?start=200&end=210,youtu.be/MNQlSUhlaoU?start=130&end=140,youtu.be/o2ll07zNfvo?start=20&end=30,youtu.be/eDRs0CPfUT8?start=350&end=360,youtu.be/J1gpa4iJ-ds?start=40&end=50,,,,,,,,,,,,,,,,,,,,,,
/m/0fjy1,Wildfire,Sounds of an uncontrolled fire in an area of combustible vegetation that occurs in the countryside.,http://en.wikipedia.org/wiki/Wildfire,,,,,,,,,,,,,,,youtu.be/7N-rIXXcb-Q?start=170&end=180,youtu.be/gM1DIbory6A?start=70&end=80,,,,,,,,,,,,,,,,,,,,,,,,,,
/t/dd00041,Sounds of things,"Set of sound classes referring to sounds that are immediately understood by listeners as arising from specific objects (rather than being heard more literally as ""sounds"").",,/m/07yv9,/m/02mk9,/t/dd00071,/m/0395lw,/m/07pp_mv,/t/dd00077,/m/07k1x,/m/014zdl,/m/083vt,blacklist,/m/039jq,/m/04k94,/t/dd00089,/t/dd00133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/07yv9,Vehicle,Sounds of mobile machines that transport people or cargo.,http://en.wikipedia.org/wiki/Vehicle,/m/019jd,/m/012f08,/m/06d_3,/m/0k5j,/t/dd00061,,,,,,,,,,youtu.be/Pp-F-z-_yfk?start=160&end=170,youtu.be/551dHGGa05I?start=10&end=20,youtu.be/H4993LXvCZ0?start=110&end=120,youtu.be/e_1B185lSIo?start=40&end=50,youtu.be/bS647KEfsH4?start=30&end=40,youtu.be/DvdscEsZh6A?start=70&end=80,youtu.be/8ycflE3dIHw?start=20&end=30,youtu.be/BjXjO7fsBT4?start=270&end=280,youtu.be/f8vk98Ul2yQ?start=180&end=190,youtu.be/xquV-Ui8cMc?start=260&end=270,,,,,,,,,,,,,,,,,,
/m/019jd,"Boat, Water vehicle","Sounds of watercraft designed to float, plane, work, or travel on water.",http://en.wikipedia.org/wiki/Boat,/m/0hsrw,/m/056ks2,/m/02rlv9,/m/06q74,,,,,,,,,,,youtu.be/6j1Rp2fqNxI?start=540&end=550,youtu.be/m55Fx5rDh8g?start=50&end=60,youtu.be/xISRpYtGzaw?start=260&end=270,youtu.be/vihk0nkq5Bg?start=80&end=90,youtu.be/vGPlsl1S4mM?start=260&end=270,youtu.be/2Uir5X9ZgyM?start=30&end=40,youtu.be/adjWwiHzQAg?start=430&end=440,,,,,,,,,,,,,,,,,,,,,
/m/0hsrw,"Sailboat, sailing ship",Sounds of a boat (large or small) propelled partly or entirely by sails.,http://en.wikipedia.org/wiki/Sailboat,,,,,,,,,,,,,,,youtu.be/bhs6VmkT8KI?start=340&end=350,youtu.be/YcuMAHW6qBQ?start=130&end=140,youtu.be/CyljecUybZw?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,,,,
/m/056ks2,"Rowboat, canoe, kayak",Sounds of a boat propelled using the motion of oars in the water.,http://en.wikipedia.org/wiki/Rowing,,,,,,,,,,,,,,,youtu.be/hoGzOkPLH1U?start=10&end=20,youtu.be/hseqZnjc_t0?start=30&end=40,youtu.be/EAt6jhYn8Nc?start=26&end=36,youtu.be/nNbI-kSSeTg?start=30&end=40,youtu.be/Rpo1MaZsBmA?start=170&end=180,youtu.be/TMHeXKbz8vA?start=30&end=40,youtu.be/CIN14f0ybzQ?start=360&end=370,,,,,,,,,,,,,,,,,,,,,
/m/02rlv9,"Motorboat, speedboat",Sounds of a boat which is powered by an inboard or outboard engine.,http://en.wikipedia.org/wiki/Motorboat,,,,,,,,,,,,,,,youtu.be/PpWc5v7JxoE?start=30&end=40,youtu.be/3xnZraMY7ug?start=30&end=40,youtu.be/MdptfcMqSNU?start=110&end=120,youtu.be/22MGaPGKU58?start=30&end=40,youtu.be/ljWbztbJyGI?start=30&end=40,youtu.be/KVCEkvej6jA?start=26&end=36,youtu.be/6T2wUBeDDl0?start=10&end=20,youtu.be/A0sa5M5sJjM?start=30&end=40,youtu.be/1-H5_TcnWNY?start=30&end=40,,,,,,,,,,,,,,,,,,,
/m/06q74,Ship,"The sound of a large buoyant watercraft, distinguished from boats based on size, shape, and cargo or passenger capacity.",http://en.wikipedia.org/wiki/Ship,,,,,,,,,,,,,,,youtu.be/q4w9sFyLvps?start=350&end=360,youtu.be/BW4QjhWFfE0?start=70&end=80,youtu.be/0xWD_SlWXBM?start=80&end=90,youtu.be/ILAtgaMVy60?start=30&end=40,youtu.be/er8zQZ4d0Ew?start=250&end=260,,,,,,,,,,,,,,,,,,,,,,,
/m/012f08,Motor vehicle (road),"Sounds of self-propelled land vehicles, usually wheeled, that do not operate on rails. Includes ""off-road"" vehicles designed for unmade roads.",http://en.wikipedia.org/wiki/Motor_vehicle,/m/0k4j,/m/07r04,/m/01bjv,/m/03j1ly,/m/04_sv,/m/0btp2,,,,,,,,,youtu.be/tMPg88c5ciQ?start=160&end=170,youtu.be/-znLAiE_r_w?start=30&end=40,youtu.be/2R2qwpgb0Dw?start=30&end=40,youtu.be/ko91_sThwdo?start=290&end=300,youtu.be/u8rFWqmbx18?start=240&end=250,youtu.be/g6o47ksKlpQ?start=70&end=80,youtu.be/gKKzQNZiymI?start=130&end=140,youtu.be/f1yc8bkg0sc?start=10&end=20,youtu.be/B1vvkDwpgLQ?start=30&end=40,,,,,,,,,,,,,,,,,,,
/m/0k4j,Car,"Sounds of a self-powered motor vehicle with usually four wheels used for transportation of one to eight people, designed to run primarily on roads.",http://en.wikipedia.org/wiki/Car,/m/0912c9,/m/02mfyn,/m/04gxbd,/m/07rknqz,/m/0h9mv,/t/dd00134,/m/0ltv,,,,,,,,youtu.be/EiyEPSJY_cM?start=20&end=30,youtu.be/dThSTe35jb0?start=250&end=260,youtu.be/a_35ez_FOY4?start=40&end=50,youtu.be/S-VtBVNXxHw?start=30&end=40,youtu.be/qKUVlPkkWNc?start=30&end=40,youtu.be/TrczACxTtrg?start=270&end=280,youtu.be/1dOV9NEPc60?start=8&end=18,youtu.be/717m6D03130?start=100&end=110,youtu.be/5xOlEfsD0_8?start=14&end=24,,,,,,,,,,,,,,,,,,,
/m/0912c9,"Vehicle horn, car horn, honking",The sound of a motor vehicle accessory whose purpose is to provide an audible alert of the vehicle's presence.,http://en.wikipedia.org/wiki/Vehicle_horn,/m/07qv_d5,,,,,,,,,,,,,,youtu.be/tlyFVJ7P-po?start=23&end=33,youtu.be/_waM2-2QnK8?start=30&end=40,youtu.be/-aYumc8KoXg?start=60&end=70,,,,,,,,,,,,,,,,,,,,,,,,,
/m/07qv_d5,Toot,A blast of a horn.,http://wordnetweb.princeton.edu/perl/webwn?s=toot,,,,,,,,,,,,,,,youtu.be/PrNMIEfwmm4?start=240&end=250,youtu.be/ikJlmuxCMgo?start=50&end=60,youtu.be/0SoVB6iEHTU?start=100&end=110,youtu.be/wN0i4-VxOgc?start=120&end=130,youtu.be/Mcuclfu6kcg?start=100&end=110,youtu.be/EYsAX8CaJ-4?start=20&end=30,,,,,,,,,,,,,,,,,,,,,,
/m/02mfyn,Car alarm,The loud sound of an electronic device installed in a vehicle in an attempt to discourage theft of the vehicle or its contents.,http://en.wikipedia.org/wiki/Car_alarm,,,,,,,,,,,,,,,youtu.be/17VuPl9Wxvs?start=20&end=30,youtu.be/o799nvBLsaQ?start=50&end=60,youtu.be/VC9nqtFULW4?start=280&end=290,youtu.be/n8gnTTCrC98?start=40&end=50,youtu.be/4A1Ar1TIXIY?start=30&end=40,youtu.be/0ct9AETvIdE?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,
/m/04gxbd,"Power windows, electric windows","The sound of automobile windows being raised and lowered by a built-in electric motor, controlled by a button or switch.",http://en.wikipedia.org/wiki/Power_window,,,,,,,,,,,,,,,youtu.be/z-wdnR3D8y4?start=8&end=18,youtu.be/PKDeI8PzYxk?start=30&end=40,youtu.be/ta2vGgYNBgg?start=10&end=20,,,,,,,,,,,,,,,,,,,,,,,,,
/m/07rknqz,Skidding,The sound of a vehicle sliding on a road surface as a consequence of its wheels losing sufficient frictional contact.,http://wordnetweb.princeton.edu/perl/webwn?s=skidding,,,,,,,,,,,,,,,youtu.be/q9CaARH_mgI?start=40&end=50,youtu.be/UtLGcgDmYhI?start=210&end=220,youtu.be/TWcbU5_9jao?start=150&end=160,youtu.be/0IUR0a8uR5c?start=30&end=40,youtu.be/V3CQ5EUog80?start=180&end=190,youtu.be/22olCB3wQaA?start=40&end=50,youtu.be/3GHVkqqQZ_k?start=30&end=40,,,,,,,,,,,,,,,,,,,,,
/m/0h9mv,Tire squeal,The high-pitched sound of a rubber vehicle tire sliding over a road surface when the torque applied to the wheel (to either accelerate or decelerate) exceeds the maximum frictional force that can be supported.,http://en.wikipedia.org/wiki/Tire,,,,,,,,,,,,,,,youtu.be/ZLvD9fHgaUQ?start=20&end=30,youtu.be/TCudWnNMr0s?start=10&end=20,youtu.be/UNjIcZaQ9YM?start=400&end=410,youtu.be/OoJJu9TzPXo?start=150&end=160,youtu.be/_Jr8Wehn1uo?start=400&end=410,youtu.be/YOuBSVA8m2k?start=180&end=190,,,,,,,,,,,,,,,,,,,,,,
/t/dd00134,Car passing by,"The sound of a motorized vehicle as it passes by a listener close to the vehicle's path. The sound may include engine and tire noise and will typically involve a clear build-up and/or decay of intensity as the vehicle approaches and retreats, as well as possible Doppler shift.",,,,,,,,,,,,,,,,youtu.be/-5-jLuQ6U_E?start=19&end=29,youtu.be/NvReVInFNxk?start=30&end=40,youtu.be/2FyalYzSF6g?start=17&end=27,youtu.be/31iv4K9G_4E?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,,,
/m/0ltv,"Race car, auto racing","The sound of one or more motor vehicles engaged in a competition to complete a course as quickly as possible. Specialized race cars include many modifications, often making them much louder than common street vehicles.",http://en.wikipedia.org/wiki/Auto_racing,,,,,,,,,,,,,,,youtu.be/VWkQ9L1Uc5M?start=270&end=280,youtu.be/5BthTpmqpqY?start=580&end=590,youtu.be/_dQop-gc2hA?start=50&end=60,youtu.be/MlHCVDr_tAU?start=20&end=30,youtu.be/bq9EO2TQx8w?start=20&end=30,youtu.be/H6HLCq8o3KE?start=230&end=240,,,,,,,,,,,,,,,,,,,,,,
/m/07r04,Truck,Sounds of large motor vehicles designed to transport cargo on roads.,http://en.wikipedia.org/wiki/Truck,/m/0gvgw0,/m/05x_td,/m/02rhddq,/m/03cl9h,,,,,,,,,,,youtu.be/3k7zGsqUsbY?start=30&end=40,youtu.be/fbNmnmuCha8?start=170&end=180,youtu.be/j7muFWO1vN4?start=30&end=40,youtu.be/d6dTtZwpSN8?start=150&end=160,youtu.be/GVrspqytLM0?start=80&end=90,youtu.be/Iu5uS7s-7ic?start=240&end=250,youtu.be/fyYoxBvG29A?start=210&end=220,,,,,,,,,,,,,,,,,,,,,
/m/0gvgw0,Air brake,Sounds of a vehicle braking system in which compressed air is used to transmit force to the brake pads on the wheels. The pneumatic system makes an abrupt hissing sound when the pressure is released by venting the air.,http://en.wikipedia.org/wiki/Air_brake_(road_vehicle),,,,,,,,,,,,,,,youtu.be/8Wk-ZmlsUqY?start=28&end=38,youtu.be/6OOX9BS-ydU?start=30&end=40,youtu.be/PJULCvSqmPw?start=30&end=40,youtu.be/oancmFO62ns?start=21&end=31,youtu.be/9keCNLhx4a0?start=30&end=40,youtu.be/NecAPvps9io?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,
/m/05x_td,"Air horn, truck horn",The sound of a pneumatic device mounted on large vehicles designed to create an extremely loud noise for signalling purposes.,http://en.wikipedia.org/wiki/Air_horn,,,,,,,,,,,,,,,youtu.be/EF7i4DHBcnE?start=22&end=32,youtu.be/AVC9tvCnKYE?start=30&end=40,youtu.be/kcFS8Ugs3PU?start=30&end=40,youtu.be/4nomoKwSVys?start=30&end=40,youtu.be/fBMj2amDb7c?start=3&end=13,youtu.be/ZIMZy7mOX7Y?start=30&end=40,youtu.be/4iPQgalitDs?start=250&end=260,youtu.be/58zUgdsdM0w?start=40&end=50,,,,,,,,,,,,,,,,,,,,
/m/02rhddq,Reversing beeps,"The sound of an electronic warning device fitted to many commercial vehicles to alert pedestrians when the reverse gear is engaged, signaling that the vehicle is likely to move backwards.",http://en.wikipedia.org/wiki/Reversing_(vehicle_maneuver),,,,,,,,,,,,,,,youtu.be/9OfYjXOhqmk?start=17&end=27,youtu.be/DlKTxOx07jA?start=60&end=70,youtu.be/7bBUxUpozzQ?start=40&end=50,youtu.be/gQ1KUsQayuY?start=190&end=200,youtu.be/38F6eeIR-s0?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,,
/m/03cl9h,"Ice cream truck, ice cream van","Sounds of a commercial vehicle that serves as a mobile retail outlet for ice cream, usually during the summer. Ice cream vans often play a repeating nursery-rhyme-style melody from speakers mounted on the vehicle's exterior to attract customers.",http://en.wikipedia.org/wiki/Ice_cream_van,,,,,,,,,,,,,,,youtu.be/JXbMV5CqLkc?start=20&end=30,youtu.be/6de_mfVMVik?start=40&end=50,youtu.be/DRnIWAFMJOI?start=7&end=17,youtu.be/fJpbrsTaWa4?start=19&end=29,youtu.be/s1apsX51xBA?start=150&end=160,youtu.be/kPIGN1jZdpk?start=10&end=20,,,,,,,,,,,,,,,,,,,,,,
/m/01bjv,Bus,Interior and exterior sounds of a road vehicle designed to carry many passengers.,http://en.wikipedia.org/wiki/Bus,,,,,,,,,,,,,,,youtu.be/FLcqHUR58AU?start=60&end=70,youtu.be/k0aJQaWGSYE?start=80&end=90,youtu.be/h4hquL9bIEw?start=110&end=120,youtu.be/YxvDDpmv-s4?start=30&end=40,youtu.be/D3iiZju71yw?start=10&end=20,youtu.be/NG3AQzmVgnE?start=14&end=24,youtu.be/Tcdrj-kHoUc?start=30&end=40,,,,,,,,,,,,,,,,,,,,,
/m/03j1ly,Emergency vehicle,"The sound of any vehicle that is designated and authorized to respond to an emergency. Since emergency vehicles often need to travel at high speeds, they are frequently fitted with audible sirens to warn other motorists to give way.",http://en.wikipedia.org/wiki/Emergency_vehicle,/m/04qvtq,/m/012n7d,/m/012ndj,,,,,,,,,,,,youtu.be/xV0eTva6SKQ?start=24&end=34,youtu.be/E6sS2d-NeTE?start=20&end=30,youtu.be/JWd6vF4yfG8?start=100&end=110,youtu.be/VqczA8N9pqM?start=19&end=29,youtu.be/5gyVNyAY6Ns?start=30&end=40,youtu.be/WPASuIJUWns?start=180&end=190,youtu.be/mohBlDuZyYw?start=410&end=420,youtu.be/XDJ9sFKqTV8?start=90&end=100,youtu.be/ywRo3KB5AuM?start=10&end=20,youtu.be/jg9TpmmZ5Ws?start=18&end=28,,,,,,,,,,,,,,,,,,
/m/04qvtq,Police car (siren),The sound of a siren fitted to a ground vehicle used by police when responding to incidents.,http://en.wikipedia.org/wiki/Police_car,,,,,,,,,,,,,,,youtu.be/C8Ne4NNA_CA?start=10&end=20,youtu.be/lWDYbFDhV8k?start=40&end=50,youtu.be/QRBD2TjXpcc?start=250&end=260,youtu.be/ieDcpj6T7XI?start=30&end=40,youtu.be/TBhbEn20dLs?start=120&end=130,youtu.be/k9u987RcH64?start=2&end=12,,,,,,,,,,,,,,,,,,,,,,
/m/012n7d,Ambulance (siren),The sound of a siren fitted to a vehicle used to transport sick or injured people to a hospital or other medical facility.,http://en.wikipedia.org/wiki/Ambulance,,,,,,,,,,,,,,,youtu.be/0UX7Cl2iJJs?start=110&end=120,youtu.be/VDom_PHnwZA?start=40&end=50,youtu.be/u0VWWoFT0mA?start=30&end=40,youtu.be/ZGkgx5m0Jt4?start=100&end=110,youtu.be/RcLlkeN5TRc?start=270&end=280,youtu.be/PTOF-fb9S5k?start=10&end=20,youtu.be/3M3FsgEyWW8?start=290&end=300,,,,,,,,,,,,,,,,,,,,,
/m/012ndj,"Fire engine, fire truck (siren)",The sound of a siren fitted to a vehicle used to transport firefighters and their equipment to an emergency situation.,http://en.wikipedia.org/wiki/Fire_engine,,,,,,,,,,,,,,,youtu.be/8Mnb35qaNBg?start=30&end=40,youtu.be/AXzS-mChOB4?start=30&end=40,youtu.be/0JPT13OUVV8?start=60&end=70,youtu.be/iKHqGVW-Zu8?start=60&end=70,youtu.be/7hPshpbbMBg?start=60&end=70,youtu.be/orPJwjAeZHA?start=190&end=200,youtu.be/qXAxJ0liwAE?start=70&end=80,youtu.be/OP4mg83ynII?start=320&end=330,,,,,,,,,,,,,,,,,,,,
/m/04_sv,Motorcycle,"Sounds of a small motor vehicle, usually with only two wheels. Motorcycles typically lack an external shell and seat riders astride the engine.",http://en.wikipedia.org/wiki/Motorcycle,,,,,,,,,,,,,,,youtu.be/BPXptOeqaqQ?start=80&end=90,youtu.be/IhesEJJid7g?start=110&end=120,youtu.be/J_EJg7FeJVQ?start=140&end=150,youtu.be/4_qnGJihHvM?start=320&end=330,youtu.be/PtLaYbr0ezA?start=90&end=100,youtu.be/T7t7eymKq8I?start=360&end=370,youtu.be/dd8ExHtH4qM?start=390&end=400,youtu.be/FtHpeHIK3s0?start=40&end=50,,,,,,,,,,,,,,,,,,,,
/m/0btp2,"Traffic noise, roadway noise",The combined sounds of many motor vehicles traveling on roads.,http://en.wikipedia.org/wiki/Traffic,,,,,,,,,,,,,,,youtu.be/LZ1bM5g_E0w?start=270&end=280,youtu.be/7AN6Sfm3cFc?start=160&end=170,youtu.be/yLW0Jd0_OAs?start=100&end=110,youtu.be/FN1rC23Rrlg?start=170&end=180,youtu.be/w5GiL7HGYj8?start=30&end=40,youtu.be/K1k4sCWJS_g?start=30&end=40,youtu.be/PIsYNyv77F4?start=570&end=580,youtu.be/5ptjqWWz8W0?start=160&end=170,,,,,,,,,,,,,,,,,,,,
/m/06d_3,Rail transport,Sounds associated with wheeled vehicles running on rails (tracks).,http://en.wikipedia.org/wiki/Rail_transport,/m/07jdr,/m/01g50p,/t/dd00048,/m/0195fx,,,,,,,,,,,youtu.be/nLvQz5b_520?start=140&end=150,youtu.be/FD1ZidaXVv0?start=80&end=90,youtu.be/mqbx_JLqq7c?start=40&end=50,youtu.be/EL0ztYzolF0?start=410&end=420,youtu.be/OGSX8NTNowE?start=70&end=80,youtu.be/5jn-KJICC9g?start=110&end=120,youtu.be/hQIu0GkaFZM?start=330&end=340,youtu.be/x8r1bqLPm88?start=270&end=280,,,,,,,,,,,,,,,,,,,,
/m/07jdr,Train,"The sound of one or more coupled vehicles running on a rail track to transport cargo or passengers, propelled by a separate locomotive or individual motors in each railroad car.",http://en.wikipedia.org/wiki/Train,/m/04zmvq,/m/0284vy3,,,,,,,,,,,,,youtu.be/NTcgZ8rSpNI?start=20&end=30,youtu.be/ulhaRVr-cVc?start=120&end=130,youtu.be/-TIHs3wuY9E?start=160&end=170,youtu.be/q1na9CH3Ufw?start=320&end=330,,,,,,,,,,,,,,,,,,,,,,,,
/m/04zmvq,Train whistle,"The sound of an audible signaling device on a steam locomotive used to warn that the train is approaching, and to communicate with rail workers.",http://en.wikipedia.org/wiki/Train_whistle,,,,,,,,,,,,,,,youtu.be/5rrwSsOeFso?start=20&end=30,youtu.be/sCrfI81URlw?start=20&end=30,youtu.be/30n4GYsBucU?start=40&end=50,,,,,,,,,,,,,,,,,,,,,,,,,
/m/0284vy3,Train horn,The sound of an air horn which serves as an audible warning device on diesel and electric locomotives.,http://en.wikipedia.org/wiki/Train_horn,,,,,,,,,,,,,,,youtu.be/9kKfuvM4b64?start=110&end=120,youtu.be/DxOJ47vC7lk?start=280&end=290,youtu.be/JHhEjsAkZoc?start=320&end=330,youtu.be/SimGJNnJvjA?start=30&end=40,youtu.be/pNnwMXKDsH8?start=110&end=120,youtu.be/KeoJ5d2CwAM?start=10&end=20,youtu.be/gTFCK9TuLOQ?start=30&end=40,youtu.be/_O5NaJziPSo?start=490&end=500,youtu.be/_flJpCGAs5Y?start=220&end=230,,,,,,,,,,,,,,,,,,,
/m/01g50p,"Railroad car, train wagon",The sound of a vehicle used for carrying cargo or passengers on a rail transport system.,http://en.wikipedia.org/wiki/Railroad_car,,,,,,,,,,,,,,,youtu.be/6-RxMAsi5Lg?start=240&end=250,youtu.be/AEA8ZJTyanM?start=280&end=290,youtu.be/3ijC110Y964?start=40&end=50,youtu.be/WWvv8lYU_Cc?start=30&end=40,youtu.be/TA3E0Sk4Rno?start=410&end=420,youtu.be/pYcn70JiIic?start=23&end=33,youtu.be/Tk2dDhXIR1Y?start=120&end=130,youtu.be/02w3vd_GgF0?start=20&end=30,youtu.be/bYdlZOsrf60?start=450&end=460,youtu.be/eONg_DTdnYQ?start=20&end=30,,,,,,,,,,,,,,,,,,
/t/dd00048,Train wheels squealing,"The high-pitched tones caused by steel train wheels rubbing against rails, for instance when traversing a tight bend or when braking.",,,,,,,,,,,,,,,,youtu.be/3aRfForfdwQ?start=130&end=140,youtu.be/gMWHNN1ff3E?start=380&end=390,youtu.be/ASkhovrsIPA?start=310&end=320,,,,,,,,,,,,,,,,,,,,,,,,,
/m/0195fx,"Subway, metro, underground","Sounds of high-capacity electric railways that serve as public transport, generally in urban areas.",http://en.wikipedia.org/wiki/Rapid_transit,,,,,,,,,,,,,,,youtu.be/d1P3n4tQuqw?start=290&end=300,youtu.be/i50lpZQbRm4?start=200&end=210,youtu.be/-FBT_lY07L0?start=160&end=170,youtu.be/UX6N6HRIS4w?start=10&end=20,youtu.be/39TSxaQNm3E?start=50&end=60,youtu.be/DB-nDjDvnfI?start=60&end=70,youtu.be/U6QktI8TvUs?start=160&end=170,youtu.be/XzfyPcaAEcE?start=420&end=430,youtu.be/FF-FeQjcHo8?start=100&end=110,,,,,,,,,,,,,,,,,,,
/m/0k5j,Aircraft,Sound of vehicles that fly by gaining support from the air.,http://en.wikipedia.org/wiki/Aircraft,/m/014yck,/m/09ct_,/m/0cmf2,,,,,,,,,,,,youtu.be/CwiCsQ1uuwE?start=40&end=50,youtu.be/lAeup78oZR4?start=10&end=20,youtu.be/7lQGTHLXdhM?start=390&end=400,youtu.be/z794C41L1pI?start=60&end=70,youtu.be/oFECKaZ_3oE?start=80&end=90,youtu.be/zj2R0XoFr5k?start=70&end=80,youtu.be/T0jJZL3GKT0?start=40&end=50,youtu.be/Fgp8ljPZNd8?start=70&end=80,,,,,,,,,,,,,,,,,,,,
/m/014yck,Aircraft engine,"The sound of the part of an aircraft that generates mechanical power. Aircraft engines are almost always lightweight piston engines, gas turbines, or, in small multicopter UAVs, electric motors.",http://en.wikipedia.org/wiki/Aircraft_engine,/m/04229,/m/02l6bg,,,,,,,,,,,,,youtu.be/fn3iwcnOPrg?start=90&end=100,youtu.be/2coSAx95GQU?start=50&end=60,youtu.be/RKpQP1AAtBk?start=260&end=270,youtu.be/xx17bh-qHyY?start=60&end=70,youtu.be/4IsppmrZ5o0?start=20&end=30,youtu.be/RqcINAxN51c?start=390&end=400,youtu.be/Dia6QIxORbM?start=140&end=150,youtu.be/ZGs7MopJt6o?start=10&end=20,youtu.be/TaJHKexu3sk?start=10&end=20,youtu.be/FsmBCrwWsJk?start=30&end=40,,,,,,,,,,,,,,,,,,
